0,1,1528.13
2,1,1497.61
3,1,1062.89
4,1,1968.42
5,1,1498.79
6,1,1757.54
7,1,1469.29
8,1,1471.78
9,1,2230.42
10,1,2391.06
11,1,1137.67
12,1,504.64
13,1,725.12
14,1,3006.93
15,1,1054.55
16,1,831.59
17,1,1353.9
18,1,856.69
19,1,2813.02
20,1,1745.55
21,1,2276.51
22,1,1347.43
23,1,1862.33
1,0,1528.13
2,0,999.25
3,0,1372.59
4,0,447.34
5,0,316.41
6,0,1327.24
7,0,2145.39
8,0,1229.93
9,0,809.48
10,0,976.02
11,0,1688.97
12,0,2026.94
13,0,885.32
14,0,1710.99
15,0,773.33
16,0,1445.7
17,0,738.1
18,0,721.55
19,0,1797.75
20,0,329.46
21,0,1620.96
22,0,489.28
23,0,826.66
1,2,1497.61
0,2,999.25
3,2,651.62
4,2,1293.4
5,2,689.06
6,2,354.03
7,2,1315.16
8,2,254.51
9,2,1735.01
10,2,1204.0
11,2,929.97
12,2,1867.69
13,2,840.72
14,2,1607.99
15,2,501.97
16,2,876.96
17,2,280.34
18,2,1181.67
19,2,1319.62
20,2,1318.67
21,2,810.38
22,2,523.61
23,2,516.06
1,3,1062.89
0,3,1372.59
2,3,651.62
4,3,1769.69
5,3,1131.52
6,3,766.67
7,3,773.2
8,3,489.76
9,3,2178.85
10,3,1836.2
11,3,318.72
12,3,1314.3
13,3,696.61
14,3,2253.26
15,3,601.87
16,3,261.29
17,3,721.08
18,3,1171.34
19,3,1903.66
20,3,1697.83
21,3,1280.88
22,3,914.81
23,3,1159.85
1,4,1968.42
0,4,447.34
2,4,1293.4
3,4,1769.69
5,4,639.77
6,4,1571.54
7,4,2534.72
8,4,1544.17
9,4,445.62
10,4,744.44
11,4,2088.42
12,4,2469.71
13,4,1331.46
14,4,1497.56
15,4,1186.37
16,4,1869.95
17,4,1076.82
18,4,1137.38
19,4,1740.39
20,4,296.68
21,4,1742.25
22,4,855.32
23,4,946.12
1,5,1498.79
0,5,316.41
2,5,689.06
3,5,1131.52
4,5,639.77
6,5,1011.31
7,5,1894.95
8,5,927.92
9,5,1064.76
10,5,894.29
11,5,1450.12
12,5,1975.38
13,5,788.56
14,5,1565.19
15,5,563.93
16,5,1247.61
17,5,443.26
18,5,811.11
19,5,1556.51
20,5,629.63
21,5,1316.59
22,5,216.98
23,5,545.29
1,6,1757.54
0,6,1327.24
2,6,354.03
3,6,766.67
4,6,1571.54
5,6,1011.31
7,6,1238.38
8,6,287.97
9,6,2017.17
10,6,1326.33
11,6,955.13
12,6,2071.75
13,6,1157.89
14,6,1558.52
15,6,838.0
16,6,1025.9
17,6,633.05
18,6,1529.69
19,6,1143.4
20,6,1635.54
21,6,521.68
22,6,868.87
23,6,667.8
1,7,1469.29
0,7,2145.39
2,7,1315.16
3,7,773.2
4,7,2534.72
5,7,1894.95
6,7,1238.38
8,7,1073.36
9,7,2950.11
10,7,2513.69
11,7,462.6
12,7,1449.96
13,7,1413.37
14,7,2792.41
15,7,1374.91
16,7,776.83
17,7,1465.61
18,7,1882.22
19,7,2314.19
20,7,2471.02
21,7,1626.56
22,7,1680.0
23,7,1823.72
1,8,1471.78
0,8,1229.93
2,8,254.51
3,8,489.76
4,8,1544.17
5,8,927.92
6,8,287.97
7,8,1073.36
9,8,1983.75
10,8,1440.34
11,8,720.12
12,8,1785.33
13,8,900.01
14,8,1779.93
15,8,610.17
16,8,744.63
17,8,492.25
18,8,1307.51
19,8,1414.16
20,8,1554.82
21,8,809.65
22,8,742.79
23,8,750.49
1,9,2230.42
0,9,809.48
2,9,1735.01
3,9,2178.85
4,9,445.62
5,9,1064.76
6,9,2017.17
7,9,2950.11
8,9,1983.75
10,9,1052.95
11,9,2496.39
12,9,2734.6
13,9,1669.43
14,9,1753.97
15,9,1582.16
16,9,2253.98
17,9,1507.55
18,9,1373.81
19,9,2099.29
20,9,502.61
21,9,2171.65
22,9,1273.88
23,9,1386.08
1,10,2391.06
0,10,976.02
2,10,1204.0
3,10,1836.2
4,10,744.44
5,10,894.29
6,10,1326.33
7,10,2513.69
8,10,1440.34
9,10,1052.95
11,10,2131.2
12,10,2859.32
13,10,1672.69
14,10,756.61
15,10,1391.36
16,10,2022.76
17,10,1138.61
18,10,1673.74
19,10,1051.39
20,10,1020.76
21,10,1265.79
22,10,1052.76
23,10,690.12
1,11,1137.67
0,11,1688.97
2,11,929.97
3,11,318.72
4,11,2088.42
5,11,1450.12
6,11,955.13
7,11,462.6
8,11,720.12
9,11,2496.39
10,11,2131.2
12,11,1263.37
13,11,957.91
14,11,2498.32
15,11,916.23
16,11,340.55
17,11,1034.57
18,11,1431.21
19,11,2093.69
20,11,2012.7
21,11,1431.07
22,11,1233.48
23,11,1445.85
1,12,504.64
0,12,2026.94
2,12,1867.69
3,12,1314.3
4,12,2469.71
5,12,1975.38
6,12,2071.75
7,12,1449.96
8,12,1785.33
9,12,2734.6
10,12,2859.32
11,12,1263.37
13,12,1187.73
14,12,3437.7
15,12,1484.53
16,12,1053.4
17,12,1773.73
18,12,1360.8
19,12,3183.43
20,12,2250.1
21,12,2591.53
22,12,1807.09
23,12,2288.42
1,13,725.12
0,13,885.32
2,13,840.72
3,13,696.61
